category,pipedrive_org_id,pipedrive_org_name,blank_field_to_fill,existing_field,existing_value,proposed_value,source_table,source_id,source_field,confidence_tier,match_strategy,reason,candidate_count,source_name,source_exact_name_match
name_review,8056,Rick’s Auto Body & Paint,,phone,323-466-0606,+1 323-666-8636,body_shops,ChIJybMhB0rHwoARkUn-lu492vo,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Rick’s Auto Body & Paint vs Rick's Auto Body & Paint),3,Rick's Auto Body & Paint,no
name_review,8056,Rick’s Auto Body & Paint,website,,,http://ricksabp.com/,body_shops,ChIJybMhB0rHwoARkUn-lu492vo,website,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Rick’s Auto Body & Paint vs Rick's Auto Body & Paint),3,Rick's Auto Body & Paint,no
existing_conflict,8065,Compact Auto Body,,phone,732-583-6566,+1 732-671-1331,body_shops,ChIJFQ_5aw4xwokRS79MQonBOUw,phone,conflict,exact_name_state,Pipedrive already has a different phone; review before any overwrite,1,Compact Auto Body,yes
existing_conflict,8065,Compact Auto Body,,website,compactautobody.com,https://www.vivecollision.com/shop/compactautobodymiddletown/,body_shops,ChIJFQ_5aw4xwokRS79MQonBOUw,website,conflict,exact_name_state,Pipedrive already has a different website; review before any overwrite,1,Compact Auto Body,yes
name_review,8070,Southwest Collision,website,,,https://www.kaizenautocare.com/auto-body-shop-tempe-az/,body_shops,ChIJyYYFW_gIK4cRvpd1MT4lGzw,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Southwest Collision vs Kaizen Collision Center - Tempe),1,Kaizen Collision Center - Tempe,no
name_review,8081,Fradella’s Collision Centers,website,,,https://classiccollision.com/locations/classic-collision-metairie/,body_shops,ChIJU6fzdPawIIYRP-gt1lmv9yA,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Fradella’s Collision Centers vs Classic Collision),1,Classic Collision,no
existing_conflict,8085,Rodney's Body Shop,,phone,(931)-455-2570,+1 270-851-3933,body_shops,ChIJMSLnpE0-eogRmaLI9o7QLJQ,phone,conflict,exact_name_only,Pipedrive already has a different phone; review before any overwrite,1,Rodney's Body Shop,yes
existing_conflict,8087,King Collision Repair,,phone,865-947-5464,+1 865-947-5940,body_shops,ChIJUwqQMe07XIgRJAQypfJGXFc,phone,conflict,exact_name_zip,Pipedrive already has a different phone; review before any overwrite,1,King Collision Repair,yes
existing_conflict,8087,King Collision Repair,,website,king-collision.com,http://www.kingcollisionknoxville.com/,body_shops,ChIJUwqQMe07XIgRJAQypfJGXFc,website,conflict,exact_name_zip,Pipedrive already has a different website; review before any overwrite,1,King Collision Repair,yes
existing_conflict,8093,Joe Hudson's Collision Center,,website,jhcc.com,https://jhcc.com/locations/auto-body-shop-newland/%3Futm_source%3Dgmb%26utm_medium%3DYext%26y_source%3D1_MjQxMzAyMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJB9kuMXar-IgRWYTYxNqfjKI,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Joe Hudson's Collision Center,yes
name_review,8107,Papp Auto Body,,website,pappautobody.com,http://paapautobody.com/,body_shops,ChIJObhmIw0bc4gRTAVh7eR0RlQ,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Papp Auto Body vs Paap Auto Body),1,Paap Auto Body,no
existing_conflict,8108,Auto Collision & Glass,,website,autocollisionwyn.com,http://autocollisionwny.com/,body_shops,ChIJ6Rj1Eq1z04kRsFKlUO8-8qM,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Auto Collision & Glass,yes
name_review,8111,Performance Auto Body,,website,performanceautobodycary.com,https://www.caliber.com/find-a-location/cary-chapel-hill-rd%3Futm_source%3Dgoogle%26utm_medium%3Dgbp-profile%26utm_campaign%3Dwebform-GBPwebsite%26utm_content%3D%26utm_term%3D%26utm_id%3D0966,body_shops,ChIJa_hFVcjzrIkREbELzXyXS4U,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Performance Auto Body vs Caliber Collision),1,Caliber Collision,no
name_review,8117,Williams Body & Paint,website,,,https://classiccollision.com/locations/classic-collision-colorado-springs-east/,body_shops,ChIJGyB_SjFGE4cR_a-Vl3P9JAM,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Williams Body & Paint vs Classic Collision),1,Classic Collision,no
name_review,8130,Modern Auto Body,address,,,"26 Cove Rd, Dartmouth, MA 02748",body_shops,ChIJv-YHsbbj5IkRNVj-R2EnmBQ,address,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Modern Auto Body vs Modern Auto Body Inc),3,Modern Auto Body Inc,no
name_review,8130,Modern Auto Body,phone,,,+1 508-996-4462,body_shops,ChIJv-YHsbbj5IkRNVj-R2EnmBQ,phone,review,exact_name_only,Pipedrive name differs from source name; hold for manual review (Modern Auto Body vs Modern Auto Body Inc),3,Modern Auto Body Inc,no
name_review,8134,Exotic Auto Body,,phone,(310) 394-7802,+1 707-447-8646,body_shops,ChIJWc4-qU89hYARow7NWtejqyY,phone,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the phone conflict (Exotic Auto Body vs Exotic Autobody),1,Exotic Autobody,no
name_review,8134,Exotic Auto Body,,website,exoticautobody.net,https://usmapiz.org/details/exotic-autobody-ChIJWc4,body_shops,ChIJWc4-qU89hYARow7NWtejqyY,website,conflict,exact_name_only,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Exotic Auto Body vs Exotic Autobody),1,Exotic Autobody,no
name_review,8135,Touch of Color Collision,website,,,https://www.gerbercollision.com/locations/louisville-rockford-plaza-ky%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DKY%26utm_content%3DLouisvilleRockfordPlaza,body_shops,ChIJWZpcafUTaYgRgawgRPsKqmE,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Touch of Color Collision vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,8146,All Angles Collision Repair,,website,https://allanglescollisionrepair.com/,https://crashchampions.com/locations/crash-champions-wichita-west-st,body_shops,ChIJLSji0iXhuocR64Sz1Zd_X2w,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (All Angles Collision Repair vs Crash Champions Collision Repair Wichita West St),1,Crash Champions Collision Repair Wichita West St,no
name_review,8150,Jim's Auto Body & Service,,website,jimsautobodyandservice.com,http://irishhillscollision.com/,body_shops,ChIJzfsPvj_fPIgRexzprHizrd4,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Jim's Auto Body & Service vs Jim's Auto Body & Service Inc.),1,Jim's Auto Body & Service Inc.,no
existing_conflict,8376,Big Sky Collision Centers,,website,http://www.bigskycollisioncentersaz.com/,https://bigskycollisioncentersaz.com/%3Fy_source%3D1_MjAwODUzNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJReNc-vhj1oYRycYup_cmcJQ,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Big Sky Collision Centers,yes
existing_conflict,8377,Fix Auto Tucson - Thoroughbred,,website,fixauto.com,https://fixautousa.com/locations/arizona/tucson-thoroughbred/,body_shops,ChIJlwQRmO1v1oYRAF7xugqgAxE,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Fix Auto Tucson - Thoroughbred,yes
name_review,8379,Fenders Collision USA - [Main],,website,www.fenderscollisionusa.com,https://classiccollision.com/locations/classic-collision-fort-walton-beach/,body_shops,ChIJ4yWdin0-kYgR3ovk36wb2mI,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Fenders Collision USA - [Main] vs Classic Collision),1,Classic Collision,no
name_review,8380,Crash Champions Collision Repair,,website,crashchampions.com,https://crashchampions.com/locations/crestwood-il,body_shops,ChIJnzh0bok8DogR8Odr5N0jAm0,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Crash Champions Collision Repair vs Crash Champions Collision Repair Crestwood),1,Crash Champions Collision Repair Crestwood,no
existing_conflict,8381,Dewey's Auto Body,,website,deweys-autobody.com,http://deweyautobody.com/,body_shops,ChIJHZMZYoGSNIgR_Sq0S3oxlZ4,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Dewey's Auto Body,yes
name_review,8394,Auto Body Concepts - Midtown,,website,autobodyconceptsinc.com,https://www.autobodyconceptsinc.com/%3Fy_source%3D1_NjY0ODAzOTctNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJB0dCMzyNk4cRip0zxohKA04,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Auto Body Concepts - Midtown vs Auto Body Concepts of Midtown),1,Auto Body Concepts of Midtown,no
name_review,8395,Auto Body Concepts - Council Bluffs,,website,autobodyconceptsinc.com,https://www.autobodyconceptsinc.com/%3Fy_source%3D1_NjY0ODAzODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJn9Nf9H6Pk4cRLSOcz3fKN-M,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Auto Body Concepts - Council Bluffs vs Auto Body Concepts of Council Bluffs),1,Auto Body Concepts of Council Bluffs,no
name_review,8397,Axiom Collision Repair - Colorado Springs,,website,axiomrepair.com,http://www.mysticzautobody.com/,body_shops,ChIJfyGZ415PE4cREGova7rr2ik,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Axiom Collision Repair - Colorado Springs vs Mysticz Auto Body),1,Mysticz Auto Body,no
name_review,8403,Blue Ribbon Auto Body - Ft. Collins,,website,blueribbonautocenter.com,https://kaizencollision.com/locations/body-shop-fort-collins-co/,body_shops,ChIJiyK-D2lLaYcRBhKAztyiCwA,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Blue Ribbon Auto Body - Ft. Collins vs Kaizen Collision Center - Fort Collins),1,Kaizen Collision Center - Fort Collins,no
name_review,8405,Auto Body Concepts - Omaha,,website,autobodyconceptsinc.com,https://www.autobodyconceptsinc.com/%3Fy_source%3D1_NjU1ODM3ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJX32XGuvzk4cRYXWyGAmWa3o,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Auto Body Concepts - Omaha vs Auto Body Concepts of Millard),1,Auto Body Concepts of Millard,no
name_review,8407,Axiom Collision Repair - Englewood,,website,axiomrepair.com,https://www.carstar.com/locations/co/englewood-15777/,body_shops,ChIJN6VbRKx_bIcRdoyH-G0DgAA,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Axiom Collision Repair - Englewood vs CARSTAR Axiom Collision Repair-Englewood),1,CARSTAR Axiom Collision Repair-Englewood,no
name_review,8413,B Street Collision - East,,website,bstreetcollision.com,https://bstreetcollision.com/%3Fy_source%3D1_MTEwNjY5MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJnTAoqTaOk4cRqA1FErDOySk,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (B Street Collision - East vs B Street Collision of Downtown Omaha),1,B Street Collision of Downtown Omaha,no
name_review,8415,Blue Ribbon Auto Body - Loveland,,website,blueribbonautocenter.com,https://www.kaizenautocare.com/body-shop-loveland-co/,body_shops,ChIJowDIVXZTaYcRTDHBFbwAMWk,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Blue Ribbon Auto Body - Loveland vs Kaizen Collision Center - Loveland),1,Kaizen Collision Center - Loveland,no
name_review,8416,Bob Maloney Collision Center [Main],,website,bobmaloneycollision.com,https://bobmaloneycollision.com/%3Fy_source%3D1_OTY4Njg4NzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJ4-thO-YWyYcRop39Cwcuz_A,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Bob Maloney Collision Center [Main] vs Bob Maloney Collision of Rogers),1,Bob Maloney Collision of Rogers,no
name_review,8419,Blue Ribbon Auto Body [Main],,website,blueribbonautocenter.com,https://kaizencollision.com/locations/body-shop-fort-collins-co/,body_shops,ChIJiyK-D2lLaYcRBhKAztyiCwA,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Blue Ribbon Auto Body [Main] vs Kaizen Collision Center - Fort Collins),1,Kaizen Collision Center - Fort Collins,no
name_review,8422,B Street Collision - Overland Park,,website,bstreetcollision.com,https://bstreetcollision.com/%3Fy_source%3D1_MTU0NDM2NjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJKT2tbDXtwIcRQTGBJ4BV9wA,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (B Street Collision - Overland Park vs B Street Collision of Overland Park),1,B Street Collision of Overland Park,no
name_review,8423,B Street Collision - West Omaha,,website,bstreetcollision.com,https://bstreetcollision.com/find-a-location/west-omaha/%3Fy_source%3D1_MTEwNjY5MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJ9RPqyqLzk4cR0zVufv4UgyM,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (B Street Collision - West Omaha vs B Street Collision of West Omaha),1,B Street Collision of West Omaha,no
name_review,8424,B Street Collision - West Dodge,,website,bstreetcollision.com,http://bstreetcollision.com/%3Fy_source%3D1_MjUxMzcwNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJJa0Sglztk4cRY9WtFMwQAQ4,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (B Street Collision - West Dodge vs B Street Collision of West Dodge),1,B Street Collision of West Dodge,no
name_review,8426,Caulk's/Xtreme [Main],,website,autoxtremecollision.com,http://www.landersauto.com/%3Futm_source%3Dgoogle-gmb-maps%26utm_medium%3Dgmb-website-button%26utm_campaign%3Dlocl.io%26utm_content%3Da9c1427b-51b9-4916-8235-32d6f6e57564,body_shops,ChIJgWCdm_D5dYgRbqKKxXjpeR8,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Caulk's/Xtreme [Main] vs Caulk's Xtreme Collision - Powered by Landers Collision Network),1,Caulk's Xtreme Collision - Powered by Landers Collision Network,no
name_review,8427,Collision 1 [Main],,website,collision1.com,https://www.collision1.com/location/auburn-body-shop-collision-auto-repair/,body_shops,ChIJE6pDSG5YkFQRRmsuT8G7FHs,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Collision 1 [Main] vs Auburn Collision 1),1,Auburn Collision 1,no
name_review,8437,Fitzgerald Auto Group - Monroeville,,website,fitzgeraldautogroup.com,https://www.caliber.com/find-a-location/monroeville%3Futm_source%3Dgoogle%26utm_medium%3Dgbp-profile%26utm_campaign%3Dwebform-GBPwebsite%26utm_content%3D%26utm_term%3D%26utm_id%3D0966,body_shops,ChIJJZi5tVc7OogR9rBnLVMZ36w,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Fitzgerald Auto Group - Monroeville vs Caliber Collision),1,Caliber Collision,no
name_review,8440,Complete Auto Body and Repair - St. Peters,,website,completeab.com,https://www.completeautobodycenters.com/,body_shops,ChIJoy2YifUp34cRndB96y8mMH4,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Complete Auto Body and Repair - St. Peters vs Complete Auto Body & Repair),1,Complete Auto Body & Repair,no
name_review,8445,Fenders Collision USA - Fort Walton Beach,,website,fenderscollision.com,https://classiccollision.com/locations/classic-collision-fort-walton-beach/,body_shops,ChIJ4yWdin0-kYgR3ovk36wb2mI,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Fenders Collision USA - Fort Walton Beach vs Classic Collision),1,Classic Collision,no
name_review,8448,Elite Autobody & Paint Works [Main],,website,eliteab.com,https://www.caliber.com/find-a-location/springfield-north%3Futm_source%3Dgoogle%26utm_medium%3Dgbp-profile%26utm_campaign%3Dwebform-GBPwebsite%26utm_content%3D%26utm_term%3D%26utm_id%3D0966,body_shops,ChIJuZzqr5kxdYgRmNAl_FwHqKg,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Elite Autobody & Paint Works [Main] vs Caliber Collision),1,Caliber Collision,no
name_review,8451,Fenders Collision USA - Crestview,website,,,https://classiccollision.com/locations/classic-collision-crestview/,body_shops,ChIJcdFGrsMLkYgRxnW-4OY-CVg,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Fenders Collision USA - Crestview vs Classic Collision),1,Classic Collision,no
name_review,8455,Complete Auto Body and Repair [Main],,website,completeab.com,https://www.completeautobodycenters.com/,body_shops,ChIJh2zfstE234cRdXsqQQ375cE,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Complete Auto Body and Repair [Main] vs Complete Auto Body & Repair),1,Complete Auto Body & Repair,no
needs_review_fill,8458,International Auto Body,address,,,"179 Pulaski St #5, Newark, NJ 07105",body_shops,ChIJrX0YwaJTwokRZFOMybl545w,address,review,exact_name_only,exact_name_only; same normalized name,3,International Auto Body,yes
needs_review_fill,8458,International Auto Body,phone,,,+1 973-344-8038,body_shops,ChIJrX0YwaJTwokRZFOMybl545w,phone,review,exact_name_only,exact_name_only; same normalized name,3,International Auto Body,yes
name_review,8468,MHCCPAB [Main],website,,,https://www.gerbercollision.com/locations/arnold-mo%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DMO%26utm_content%3DArnold,body_shops,ChIJ2W9RQhLF2IcRvalU-l8HiDM,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (MHCCPAB [Main] vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,8493,Universal Collision - East,website,,,https://www.gerbercollision.com/locations/tallahassee-capital-cir-fl%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DFL%26utm_content%3DTallahassee-Capital,body_shops,ChIJMwrWCeJe7IgRVqjRaDisZu0,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Universal Collision - East vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,8498,Universal Collision - Parkway,website,,,https://www.gerbercollision.com/locations/tallahassee-2751-w-tennessee-st-fl%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DFL%26utm_content%3DTallahassee-Tennessee,body_shops,ChIJxc9pQWL07IgRqXtQpP2QoKE,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Universal Collision - Parkway vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,8500,Tracy's Collision Center [Main],,website,https://www.tracysbodyshop.com/,http://www.tracysbodyshop.com/%3Fy_source%3D1_MTI2NDA3ODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJSVUqdim-locRKI8RuXo7Qoo,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Tracy's Collision Center [Main] vs Tracy's Collision Center of Lincoln),1,Tracy's Collision Center of Lincoln,no
name_review,8502,Universal Collision [Main],website,,,https://www.gerbercollision.com/locations/tallahassee-2751-w-tennessee-st-fl%3Futm_source%3DSEO_Local%26utm_medium%3DSEO_Local_Snack_Pack%26utm_campaign%3DFL%26utm_content%3DTallahassee-Tennessee,body_shops,ChIJxc9pQWL07IgRqXtQpP2QoKE,website,review,exact_phone,Pipedrive name differs from source name; hold for manual review (Universal Collision [Main] vs Gerber Collision & Glass),1,Gerber Collision & Glass,no
name_review,8505,Avalon Collision Center,,website,https://avaloncollision.com/,https://www.carstar.com/locations/ca/rancho-cucamonga-15391/,body_shops,ChIJSQjH_yw0w4ARIKQaotyoFyg,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Avalon Collision Center vs CARSTAR Avalon Rancho Cucamonga),1,CARSTAR Avalon Rancho Cucamonga,no
existing_conflict,8515,National Auto Body,,website,http://www.nationalautobody.org/,http://nationalautobody.org/%3Fy_source%3D1_NTM0OTQ5NTItNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJ-SO-1SzMt4kRP8qB_Axpjfk,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,National Auto Body,yes
existing_conflict,8520,Mulder's Collision Center,,website,mulders-collision-center-business.site,http://mulderscollision.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,body_shops,ChIJPUBUzWI1DogR4oTTggEBnMA,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Mulder's Collision Center,yes
name_review,8522,Oh's Body Shop - Whitefish,,address,"5015 U.S. Highway 93 S, Whitefish, MT 59937","3560 U.S. 93 S, Kalispell, MT 59901",body_shops,ChIJlTyFP_1TZlMRsgYaFDTldlA,address,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the address conflict (Oh's Body Shop - Whitefish vs OHS' Body Shop),1,OHS' Body Shop,no
name_review,8523,Oh's Body Shop - Columbia Falls,,address,"310 U.S. Highway 2 E, Columbia Falls, MT 59912","3560 U.S. 93 S, Kalispell, MT 59901",body_shops,ChIJlTyFP_1TZlMRsgYaFDTldlA,address,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the address conflict (Oh's Body Shop - Columbia Falls vs OHS' Body Shop),1,OHS' Body Shop,no
existing_conflict,8529,Phil Long Collision Center,,website,Phillongbodyshop.com,https://phillongbodyshop.com/%3Fy_source%3D1_NTU4NTQ0ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJxwdfN8NPE4cR3gcmpq_Zbeo,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Phil Long Collision Center,yes
existing_conflict,8537,Collision Leaders of Lawrence,,website,collisionleaders.com,https://collisionleaders.com/locations/lawrence/%3Fy_source%3D1_NjUxMTk1MTItNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJUQo0seBov4cRhX4uvNTZUz4,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Collision Leaders of Lawrence,yes
name_review,8540,Collision Leaders of Clinton,,website,Collisionleaders.com,https://collisionleaders.com/locations/clinton/%3Fy_source%3D1_Nzg5NjgyODYtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,body_shops,ChIJ6-g8nxunxocRg0x1a2--Sb8,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Collision Leaders of Clinton vs Collision Leaders),1,Collision Leaders,no
name_review,8545,Casey's Auto Body - Brentwood,,website,caseysautobodyinc.net,https://www.aliotosgarage.com/caseys-auto-body/,body_shops,ChIJoxYW78P-j4AROumsyYryX18,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Casey's Auto Body - Brentwood vs Casey's Auto Body (A Division of Alioto's Garage)),1,Casey's Auto Body (A Division of Alioto's Garage),no
needs_review_fill,8546,Collision Restoration,phone,,,+1 973-882-3866,body_shops,ChIJ67j_izQHw4kR3Qko8AHlizo,phone,review,exact_name_only,exact_name_only; same normalized name,1,Collision Restoration,yes
needs_review_fill,8546,Collision Restoration,website,,,https://www.vivecollision.com/shop/collisionrestoration/,body_shops,ChIJ67j_izQHw4kR3Qko8AHlizo,website,review,exact_name_only,exact_name_only; same normalized name,1,Collision Restoration,yes
existing_conflict,8548,Westside Body and Paint,,website,https://www.westsidebody.com/,https://www.westsidebody.com/%3Fy_source%3D1_MTAwMzI1NjIxMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,body_shops,ChIJj9FrAWNcwoARnYE2iMpN8Bg,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Westside Body and Paint,yes
name_review,8551,Britland Auto Body - Ringoes,,website,https://britlandautobody.com/,https://britlandautobody.com/ringoes/%3Fy_source%3D1_MTAwMjc4NzgyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,body_shops,ChIJXURZyrT7w4kRaEXE7vnySxE,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Britland Auto Body - Ringoes vs Britland Auto Body of Ringoes),1,Britland Auto Body of Ringoes,no
needs_review_fill,8552,Reedsburg Auto Body,address,,,"1640 E Main St, Reedsburg, WI 53959",body_shops,ChIJ1Su9_21fB4gRe0i_d4TJKes,address,review,exact_name_only,exact_name_only; same normalized name,1,Reedsburg Auto Body,yes
needs_review_fill,8552,Reedsburg Auto Body,phone,,,+1 608-524-2134,body_shops,ChIJ1Su9_21fB4gRe0i_d4TJKes,phone,review,exact_name_only,exact_name_only; same normalized name,1,Reedsburg Auto Body,yes
needs_review_fill,8552,Reedsburg Auto Body,website,,,https://reedsburgautobody.com/,body_shops,ChIJ1Su9_21fB4gRe0i_d4TJKes,website,review,exact_name_only,exact_name_only; same normalized name,1,Reedsburg Auto Body,yes
existing_conflict,8553,Smitty's Body Shop,,website,smittysbodyshop.com,http://www.smittysbodyshop.com/%3Fy_source%3D1_MTAwNjQ4ODY3OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,body_shops,ChIJL0-eo29f1oARkKwFgKAbM0k,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,Smitty's Body Shop,yes
existing_conflict,8557,East Coast Collision,,website,www.eccwaldorf.com,https://eccwaldorf.com/%3Fy_source%3D1_MTAzNjY2ODE5OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,body_shops,ChIJu2Ah_nmht4kRqs11dJiRNSY,website,conflict,exact_phone,Pipedrive already has a different website; review before any overwrite,1,East Coast Collision,yes
name_review,8558,Flower Hill Auto Body,,website,www.flowerhillautobody.com,https://www.flowerhillautobody.com/%3Fy_source%3D1_MTAyODQyOTI1MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,body_shops,ChIJiUZFDcCJwokRFIVgr36sxU8,website,conflict,exact_phone,Pipedrive name differs from source name; hold for manual review before considering the website conflict (Flower Hill Auto Body vs Flower Hill Auto Body of Roslyn),1,Flower Hill Auto Body of Roslyn,no
needs_review_fill,8596,Allen Auto Body,phone,,,+1 805-496-3371,body_shops,ChIJnxFHHeAk6IARGyJQWsM13zc,phone,review,exact_name_only,exact_name_only; same normalized name,1,Allen Auto Body,yes
needs_review_fill,8596,Allen Auto Body,website,,,http://allenautobodyshop.com/,body_shops,ChIJnxFHHeAk6IARGyJQWsM13zc,website,review,exact_name_only,exact_name_only; same normalized name,1,Allen Auto Body,yes
needs_review_fill,8602,Alioto's Garage,phone,,,+1 415-928-0192,body_shops,ChIJ6SHDGeqAhYARVpHUWrtEv_Q,phone,review,exact_name_state,exact_name_state; same normalized name,2,Alioto's Garage,yes
needs_review_fill,8602,Alioto's Garage,website,,,http://www.aliotosgarage.com/,body_shops,ChIJ6SHDGeqAhYARVpHUWrtEv_Q,website,review,exact_name_state,exact_name_state; same normalized name,2,Alioto's Garage,yes
needs_review_fill,8606,"Chatham Collision Repair, Inc.",phone,,,+1 973-635-9428,body_shops,ChIJ64NgpBKvw4kR0mE4SV2GNd4,phone,review,exact_name_state,exact_name_state; same normalized name,1,"Chatham Collision Repair, Inc.",yes
needs_review_fill,8606,"Chatham Collision Repair, Inc.",website,,,https://www.chathamcollision.com/,body_shops,ChIJ64NgpBKvw4kR0mE4SV2GNd4,website,review,exact_name_state,exact_name_state; same normalized name,1,"Chatham Collision Repair, Inc.",yes
